longitude,latitude,name,place,score,sense,thoughts,sounds
77.532776,13.0670785,Vishweshwaraiah Enclave,neighbourhood,66,layered,calm,
77.6923621,13.0239276,Anandapura,neighbourhood,68,layered,calm,
77.6198029,13.0341085,Govindapura,neighbourhood,62,layered,calm,
77.5961351,12.8930758,Panduranga Nagar,neighbourhood,70,layered,calm,
77.5066577,13.0265988,Shivapura,neighbourhood,49,layered,chaotic,
77.5330469,12.9676849,PF Layout,neighbourhood,78,layered,calm,
77.639375,13.0312889,Meghanapalya,neighbourhood,59,layered,calm,
77.6328707,13.0290024,Grace Town,neighbourhood,58,layered,calm,
77.5475363,12.9988263,West of Chord Road 2nd Stage,neighbourhood,44,bleh,chaotic,
77.5680336,13.0994536,Attur Layout,neighbourhood,59,layered,calm,
77.5480532,12.9939514,Manjunath Nagar,neighbourhood,57,layered,chaotic,
77.6366043,13.0679511,Shirdi Sai Nagara,neighbourhood,71,layered,calm,
77.5426626,12.9499366,NTY Layout,neighbourhood,71,layered,calm,
77.4869639,12.9236489,Kengeri Satelite Town,neighbourhood,84,blast,calm,
77.48146,12.9381629,Maruthi Nagara,neighbourhood,58,layered,calm,
77.4907297,12.9432604,Bhuvaneshwari Nagara 2nd Stage,neighbourhood,73,layered,calm,
77.4876344,12.9439871,Bhuvaneshwari Nagara 1st Stage,neighbourhood,53,layered,chaotic,
77.5086468,12.9631421,Vinayaka Layout,neighbourhood,76,layered,calm,
77.5496417,13.0078062,Rajajinagara 1st R Block,neighbourhood,80,blast,calm,
77.6109188,12.9510168,Anepalya,neighbourhood,81,blast,vibrant,
77.6158386,12.9713834,Craig Park Layout,neighbourhood,73,layered,calm,
77.6011884,13.0701876,Jakkur Layout,neighbourhood,67,layered,calm,
77.6232576,13.0588586,Rachenahalli,neighbourhood,60,layered,calm,
77.6024303,13.0564103,Buvaneswari Nagara,neighbourhood,65,layered,calm,
77.5981092,13.0569904,Amruthnagar,neighbourhood,65,layered,calm,
77.5862887,12.9853876,Fair Field Layout,neighbourhood,71,layered,calm,
77.5955558,12.9040098,Dollars Colony,neighbourhood,86,blast,calm,
77.6091599,13.0285268,LR Bande,neighbourhood,64,layered,calm,
77.6178262,13.0124266,Postal and Telecom Colony,neighbourhood,75,layered,calm,
77.6151144,13.0187848,Kushal Nagar,neighbourhood,61,layered,calm,
77.5944561,13.0346991,Anand Nagar,neighbourhood,55,layered,calm,
77.5038993,13.0611892,MEI Layout,neighbourhood,80,blast,calm,
77.4847269,13.0898554,Achyutha Nagara,neighbourhood,69,layered,calm,
77.5625271,12.9694492,Nagamma Nagar,neighbourhood,61,layered,calm,
77.5427484,12.9602094,Shamana Nagar,neighbourhood,59,layered,chaotic,
77.545613,12.9689605,RPC Layout,neighbourhood,72,layered,calm,
77.5497115,12.9708424,Cholourpalya,neighbourhood,66,layered,calm,
77.5581551,12.9641406,K H Ranganath Colony,neighbourhood,72,layered,calm,
77.5452778,12.9962979,Indiranagar,neighbourhood,78,blast,vibrant,
77.527197,13.0161192,Lakshmi Devi Nagar,neighbourhood,53,layered,chaotic,
77.6079476,13.001385,Pottery Town,neighbourhood,68,layered,calm,
77.6046672,13.004908,ITI Layout,neighbourhood,71,layered,calm,
77.6037312,12.957998,Langford Town,neighbourhood,70,mixed,vibrant,
77.6124269,12.8966996,Kodichikkanahalli,neighbourhood,64,layered,calm,
77.5929809,12.861385,,neighbourhood,67,layered,calm,
77.5773021,12.9851431,Madhav Nagar,neighbourhood,59,layered,calm,
77.6309556,13.0215678,Kacharakanahalli,neighbourhood,60,layered,calm,
77.5763941,13.0942392,Sharadhanagar,neighbourhood,65,layered,calm,
77.5519539,13.0009723,Ketamaranahalli,neighbourhood,45,layered,chaotic,
77.5571278,12.9874184,Rajajinagar 4th Block,neighbourhood,81,blast,calm,
77.5532988,12.9946609,Rajajinagar 2nd Block,neighbourhood,67,layered,calm,
77.5388039,13.0040406,JC Nagar,neighbourhood,41,bleh,chaotic,
77.5422438,12.9904292,Saneguruvanahalli,neighbourhood,47,layered,chaotic,
77.5467906,12.9879221,Shivanahalli,neighbourhood,67,layered,calm,
77.5807595,13.1104253,Puttenahalli,neighbourhood,77,layered,calm,
77.5881475,12.957551,Sudhama Nagara,neighbourhood,40,bleh,chaotic,
77.5264728,13.0007892,Kempegowda Layout,neighbourhood,46,layered,chaotic,
77.4966896,12.9295126,Dubasi Palya,neighbourhood,58,layered,calm,
77.5811309,13.0574738,Maruthi Nagara,neighbourhood,61,layered,calm,
77.5838453,13.0702555,Rajiv Gandhi Nagar,neighbourhood,66,layered,calm,
77.6238263,12.91064,Roopena Agrahara,neighbourhood,63,layered,calm,
77.5783554,13.068572,Canara Bank Layout,neighbourhood,74,layered,calm,
77.5559972,12.9927527,Jooganahalli,neighbourhood,46,layered,chaotic,
77.6373339,13.0017718,Nagayana Palya,neighbourhood,67,layered,calm,
77.639603,12.9996366,Sathyanagara,neighbourhood,75,layered,calm,
77.5255006,12.9202077,Gattigere Extension,neighbourhood,73,layered,calm,
77.5281673,12.9186123,Giridhama Layout,neighbourhood,76,layered,calm,
77.5249278,12.9266771,Aditya Layout,neighbourhood,76,layered,calm,
77.5232906,12.9292632,Marappa Layout,neighbourhood,69,layered,calm,
77.5233292,12.9309948,Javaranadoddi,neighbourhood,63,layered,calm,
77.5182504,12.9273325,Ideal Homes Layout,neighbourhood,68,layered,calm,
77.5202202,12.9196528,BEML Layout 3rd Stage,neighbourhood,66,layered,calm,
77.5209058,12.9083587,BEML Layout 5th Stage,neighbourhood,78,layered,calm,
77.506908,12.9132852,Krishna Garden Layout,neighbourhood,91,blast,calm,
77.5093729,12.9071376,Concorde Layout,neighbourhood,71,layered,calm,
77.5092496,12.9184375,BHEL Layout,neighbourhood,55,mixed,alive,
77.4982509,12.9143909,BEML Layout 7th Phase,neighbourhood,80,blast,calm,
77.4871294,12.9004224,Kodipalya,neighbourhood,65,layered,calm,
77.5142194,12.9216416,Halagevaderahalli,neighbourhood,64,layered,calm,
77.5962356,12.8679232,Nobo Nagar,neighbourhood,59,layered,calm,
77.5066931,12.9053658,Reflex Layout,neighbourhood,58,layered,calm,
77.5096707,12.901464,"Banashankari 6th Stage, 11th Block",neighbourhood,68,layered,calm,
77.6060861,12.9653743,Arab Lines,neighbourhood,72,mixed,vibrant,
77.5342619,12.9844493,KHB Colony,neighbourhood,56,layered,calm,
77.598018,12.9631709,Langford Gardens,neighbourhood,79,blast,calm,
77.5954485,12.9598852,Akkithimmanahalli,neighbourhood,63,layered,calm,
77.6165816,12.9946318,Sindhi Colony,neighbourhood,57,layered,calm,
77.5151646,12.9561107,Teacher's Colony,neighbourhood,59,layered,calm,
77.5098485,12.9570936,Nrupatunga Nagar,neighbourhood,65,layered,calm,
77.5945915,12.9907651,Kaverappa Layout,neighbourhood,62,layered,calm,
77.5462675,13.0023468,Nagapura,neighbourhood,52,layered,chaotic,
77.617338,12.9408685,Koramangala 8th Block,neighbourhood,68,mixed,vibrant,
77.6189768,12.9348429,Koramangala 5th Block,neighbourhood,87,blast,vibrant,
77.6238477,12.9390255,Koramangala 6th Block,neighbourhood,87,blast,vibrant,
77.6294052,12.9327778,Koramangala 4th Block,neighbourhood,84,blast,vibrant,
77.6254034,12.9282918,Koramangala 3rd Block,neighbourhood,75,blast,vibrant,
77.6327822,12.9277245,Koramangala 1st Block,neighbourhood,73,mixed,vibrant,
77.6183251,12.9569446,Rudrappa Garden,neighbourhood,91,blast,calm,
77.6136258,12.9634244,Anglo-Indian Quarters,neighbourhood,74,mixed,vibrant,
77.6295796,12.9822565,Corporation Colony,neighbourhood,71,mixed,vibrant,
77.6325354,12.9259181,SBI Colony,neighbourhood,72,layered,calm,
77.7043284,12.933134,JCR Layout,neighbourhood,61,layered,chaotic,
77.6067556,12.9991567,Williams Town,neighbourhood,65,layered,calm,
77.6077625,12.8929425,Vijaya Bank Layout,neighbourhood,62,layered,calm,
77.591967,13.0666526,Byatarayanapura,neighbourhood,35,bleh,chaotic,
77.7244484,12.9546256,Meenakshi Layout,neighbourhood,52,mixed,alive,
77.592769,12.9610275,Raja Ram Mohan Roy Extension,neighbourhood,80,blast,calm,
77.5980019,13.0834599,Jakkur Plantation,neighbourhood,90,blast,calm,
77.5027084,13.03553,HMT Layout,neighbourhood,56,layered,chaotic,
77.4960405,13.0368052,Sapthagiri Layout,neighbourhood,78,layered,calm,
77.5026011,13.0426689,Rukmini Nagara,neighbourhood,42,bleh,chaotic,
77.6210689,13.1396031,Bharathi Nagar,neighbourhood,74,layered,calm,
77.633611,12.9677163,ISRO Colony,neighbourhood,80,blast,vibrant,
77.614511,12.9669792,Corporation Quarters,neighbourhood,81,blast,vibrant,
77.6023659,12.9568426,Bethel Layout,neighbourhood,73,mixed,vibrant,
77.5583026,13.0093324,Milk Colony,neighbourhood,44,bleh,chaotic,
77.5812569,13.0402806,Central Excise Layout,neighbourhood,65,layered,calm,
77.576901,13.0298726,Geddalahalli,neighbourhood,61,layered,calm,
77.6409441,12.9014999,ITI Layout,neighbourhood,55,layered,chaotic,
77.6434654,13.0341921,Arkavathy Layout 20th Block,neighbourhood,59,layered,calm,
77.6463836,13.0326974,Arkavathy Layout 19th Block,neighbourhood,66,layered,calm,
77.6192558,13.0742321,Venkateshapura,neighbourhood,58,layered,calm,
77.6498008,13.0412474,Byrathikhane,neighbourhood,62,layered,calm,
77.6173527,13.0104535,Pillana Garden,neighbourhood,79,blast,calm,
77.6184726,13.0079918,New Bagalur Layout,neighbourhood,57,layered,calm,
77.6366998,13.0461279,Arkavathy Layout 16th Block,neighbourhood,76,layered,calm,
77.6390076,13.0441008,Arkavathy Layout 20th Block,neighbourhood,59,layered,calm,
77.6481432,13.0436932,Arkavathy Layout 18th Block,neighbourhood,57,layered,calm,
77.6186013,13.0697382,Arkavathy Layout 8th Block,neighbourhood,66,layered,calm,
77.6237619,13.0739708,Arkavathy Layout 4th Block,neighbourhood,55,layered,calm,
77.609455,13.071541,Arkavathy Layout 8th Block,neighbourhood,66,layered,calm,
77.512241,12.9083759,Srinivasapura,neighbourhood,58,layered,calm,
77.519837,12.9029431,Channasandra,neighbourhood,68,layered,calm,
77.577928,12.9910265,Kumara Park West,neighbourhood,78,blast,calm,
77.5796279,12.9886274,Kumara Park East,neighbourhood,73,layered,calm,
77.5067532,12.9863834,Chandana Layout,neighbourhood,70,layered,calm,
77.4871355,12.9972558,Syndicate Bank Layout,neighbourhood,62,layered,calm,
77.5048569,12.9941222,Vigneshwara Nagara,neighbourhood,53,layered,chaotic,
77.4944741,12.9920653,Madeshwara Nagara,neighbourhood,74,layered,calm,
77.4970838,12.9974648,Prasanna Layout,neighbourhood,68,layered,calm,
77.4779731,12.9936752,Hosahalli Golarapalya,neighbourhood,61,layered,calm,
77.5123483,12.9983586,Kareemsab Nagar,neighbourhood,47,layered,chaotic,
77.5130081,13.0082322,GKW Layout,neighbourhood,53,layered,chaotic,
77.6100019,13.0400678,Jogappa Layout,neighbourhood,75,layered,calm,
77.5706743,12.9457868,Gandhi Bazaar,neighbourhood,83,blast,vibrant,
77.6326118,13.00317,Maruthi Seva Nagar,neighbourhood,79,layered,calm,
77.6280454,13.0044245,Vivekananda Nagar,neighbourhood,76,layered,calm,
77.6225898,12.9926115,Doddigunta,neighbourhood,64,layered,calm,
77.6266855,12.9959308,Heerachand Layout,neighbourhood,69,layered,calm,
77.6563266,12.9972923,Income Tax Layout,neighbourhood,67,layered,calm,
77.6527619,12.9972741,Krishnaiahnapalya,neighbourhood,70,layered,calm,
77.6409334,12.9943495,Old Baiyappanahalli,neighbourhood,29,bleh,frantic,
77.6289225,12.996409,Jeevanahalli,neighbourhood,70,layered,calm,
77.6381761,12.9922626,Kathalipalya,neighbourhood,64,layered,calm,
77.6303011,12.9288251,Jakkasandra Block,neighbourhood,74,mixed,vibrant,
77.620393,12.9230999,Sidhartha Colony,neighbourhood,73,layered,calm,
77.6479366,12.9221405,Agara,neighbourhood,51,layered,chaotic,
77.5834429,12.9986435,RV Layout,neighbourhood,56,layered,calm,
77.5968003,12.9696296,D'Souza Layout,neighbourhood,59,layered,calm,
77.5678459,13.0338733,ITI Colony,neighbourhood,57,layered,calm,
77.5401252,13.0694142,Kuvempu Nagar 1st Stage,neighbourhood,72,layered,calm,
77.5544482,13.0945892,Doddabettahalli,neighbourhood,61,layered,calm,
77.5393796,13.1007546,Rainbow Layout,neighbourhood,58,layered,calm,
77.5407422,13.0968412,Muneshwara Layout,neighbourhood,76,layered,calm,
77.5402433,13.0729153,Kuvempu Nagar 2nd Stage,neighbourhood,58,layered,calm,
77.5389719,13.0895889,Kanshiram Nagar,neighbourhood,78,layered,calm,
77.5511706,13.0857328,Adithyanagara,neighbourhood,56,layered,calm,
77.5446314,13.0831464,Vinayaka Nagara,neighbourhood,65,layered,calm,
77.4939162,13.0540222,Manjunath Nagar,neighbourhood,77,layered,calm,
77.5635409,12.9948984,Prakash Nagar,neighbourhood,65,layered,calm,
77.5616822,12.9397405,Mount Joy,neighbourhood,74,layered,calm,
77.5651503,13.0441348,Lottegollahalli,neighbourhood,70,layered,calm,
77.6070517,13.1076199,Maruthi Nagara,neighbourhood,61,layered,calm,
77.6026475,13.1122071,Venkatala,neighbourhood,63,layered,calm,
77.6415825,12.9044961,Yellukunte,neighbourhood,55,layered,chaotic,
77.6366023,12.9574233,Siddhartha Nagar,neighbourhood,64,mixed,vibrant,
77.6398407,12.9574749,Gowtham Colony,neighbourhood,80,blast,vibrant,
77.6577616,12.9007678,Royal Placid Layout,neighbourhood,52,layered,chaotic,
77.7009129,12.9265141,Bhoganahalli,neighbourhood,21,bleh,frantic,
77.623145,12.9497693,Munniswamy Garden,neighbourhood,87,blast,calm,
77.6133289,13.0406772,Virannapalya,neighbourhood,58,layered,calm,
77.574479,13.0342601,Judicial Officer's Layout,neighbourhood,87,blast,calm,
77.5806494,13.027232,Ramakrishna Layout,neighbourhood,58,layered,calm,
77.6247597,12.9460051,Indira Gandhi Colony,neighbourhood,84,blast,vibrant,
77.4894315,12.9197902,BDA Jnanabharathi Residential Enclave,neighbourhood,59,layered,calm,
77.4917114,12.9139498,Vijayashree Layout,neighbourhood,77,layered,calm,
77.5301421,12.9233875,Krishnappa Layout,neighbourhood,63,layered,calm,
77.5349593,12.9382936,Veerabhadra Nagara,neighbourhood,73,layered,calm,
77.5476086,13.0148047,Ashokapuram,neighbourhood,53,layered,chaotic,
77.5437301,13.0159128,Shankar Nagar,neighbourhood,48,layered,chaotic,
77.6368886,13.0097427,Ramaswamypalya,neighbourhood,69,layered,calm,
77.5746989,12.9995765,Swimming Pool Extension,neighbourhood,80,blast,calm,
77.568377,12.9951048,Valluvarpuram,neighbourhood,66,layered,calm,
77.5759435,12.9135785,Shakambari Nagar,neighbourhood,82,blast,calm,
77.6396566,13.0643377,M Nanjappa Layout,neighbourhood,71,layered,calm,
77.6137532,12.9144469,Kuvempu Nagar,neighbourhood,84,blast,calm,
77.5628221,12.8681419,JP Nagar 9th Phase,neighbourhood,64,layered,calm,
77.553885,12.8720746,BOOHBCS Layout,neighbourhood,73,layered,calm,
77.5553977,12.8818851,Narayana Nagara,neighbourhood,66,layered,calm,
77.5636965,12.8789514,PNB Layout,neighbourhood,60,layered,calm,
77.5603169,12.8766766,MKS Layout,neighbourhood,59,layered,calm,
77.5992519,12.9498895,Vinayaka Nagara,neighbourhood,77,layered,calm,
77.6510668,12.9074791,Parangipalya,neighbourhood,50,layered,chaotic,
77.5358552,12.921981,Sapthagiri Layout,neighbourhood,78,layered,calm,
77.5544858,12.9972636,Mariappanapalya,neighbourhood,47,layered,chaotic,
77.5772202,13.1157467,Isaac Layout,neighbourhood,63,layered,calm,
77.5818014,13.125289,KEB Layout,neighbourhood,64,layered,calm,
77.5849342,13.1200124,Kenchenahalli,neighbourhood,71,layered,calm,
77.5780195,13.1136647,Vinayaka Layout,neighbourhood,79,layered,calm,
77.6002443,13.0930374,Surabhi Layout,neighbourhood,74,layered,calm,
77.5539386,13.1050754,Veerasagara,neighbourhood,65,layered,calm,
77.6034629,13.0827075,GKVK Layout,neighbourhood,84,blast,calm,
77.6337397,13.1313282,Niranthara Layout,neighbourhood,67,layered,calm,
77.7098778,12.9582324,Silver Springs Layout,neighbourhood,50,layered,chaotic,
77.6405073,13.0607459,Arkavathy Layout 6th Block,neighbourhood,64,layered,calm,
77.7211999,12.9942742,Ramiah Reddy Layout,neighbourhood,70,mixed,alive,
77.7203698,12.994363,Hoody Garden,neighbourhood,80,blast,calm,
77.576897,12.9959346,Basappa Garden,neighbourhood,76,layered,calm,
77.6725164,12.9464756,Kempapura,neighbourhood,56,layered,chaotic,
77.609433,13.0305452,Adarsh Nagar,neighbourhood,60,layered,calm,
77.6096168,13.0326126,Kaveri Nagar,neighbourhood,69,layered,calm,
77.4985886,13.0288457,Gruhalaxmi Layout,neighbourhood,68,layered,calm,
77.6177591,13.0281505,Rashad Nagar,neighbourhood,53,layered,chaotic,
77.6057133,13.0186149,Munirangappa Layout,neighbourhood,79,layered,calm,
77.6024035,13.0165243,Modi Garden,neighbourhood,78,blast,calm,
77.6121074,13.0099704,Periyar Nagar,neighbourhood,62,layered,calm,
77.6132409,13.0054097,Sagayapura,neighbourhood,61,layered,calm,
77.5703309,12.9528538,Shankarapuram,neighbourhood,78,blast,calm,
77.6278389,13.0504294,Saraipalya,neighbourhood,62,layered,calm,
77.5919026,13.0174886,Rehamathnagara,neighbourhood,58,layered,calm,
77.5230958,12.9872184,Vinayaka Nagar,neighbourhood,69,layered,calm,
77.5359135,12.9900561,Sharada Colony,neighbourhood,75,Layered,Calm,
77.5257991,12.9960324,NGOs Colony,neighbourhood,56,layered,Calm,
77.529404,12.9971785,Kirloskar Colony,neighbourhood,45,layered,chaotic,
77.5223306,12.9908822,Vrishabha Nagar,neighbourhood,50,layered,chaotic,
77.5323333,12.9881855,Meenakshi Nagar,neighbourhood,78,layered,calm,
77.5372599,12.9961064,Teacher's Colony,neighbourhood,39,bleh,chaotic,
77.5286425,12.9798772,Syndicate Bank Colony,neighbourhood,75,layered,calm,
77.5229642,12.9964086,Prem Nagar,neighbourhood,57,layered,chaotic,
77.5360361,12.993783,Shakthi Ganapathi Nagar,neighbourhood,52,layered,chaotic,
77.5068873,12.9807183,Annapoorneshwari Nagara,neighbourhood,62,layered,calm,
77.5675669,12.9151498,Teacher's Colony,neighbourhood,71,layered,calm,
77.5934931,12.9128386,KSRTC Layout,neighbourhood,84,blast,calm,
77.6006358,12.9151812,BHBCS Layout,neighbourhood,84,blast,calm,
77.5798635,12.9087511,Sarakki,neighbourhood,82,blast,calm,
77.5748438,13.0970606,Mathru Layout,neighbourhood,75,layered,calm,
77.5776681,13.096158,LIG 3rd Stage,neighbourhood,69,layered,calm,
77.7054539,12.9858241,Ashraya Layout,neighbourhood,69,mixed,alive,
77.7619868,12.9819454,AKG Colony,neighbourhood,50,mixed,alive,
77.7640629,12.9911506,VS Reddy Colony,neighbourhood,47,mixed,alive,
77.6315922,13.0008352,N Thyagaraju Layout,neighbourhood,62,layered,calm,
77.4906921,12.9660017,Further Extension,neighbourhood,68,layered,calm,
77.4758433,12.9601467,6th Block,neighbourhood,60,layered,calm,
77.4821948,12.9599794,5th Block,neighbourhood,63,layered,calm,
77.4752425,12.9444211,4th Block,neighbourhood,64,layered,calm,
77.4822806,12.9445884,3rd Block,neighbourhood,58,layered,calm,
77.471981,12.9331281,2nd Block,neighbourhood,56,layered,calm,
77.4791907,12.9312041,1st Block,neighbourhood,75,layered,calm,
77.5906312,13.0313386,Anand Nagar Colony,neighbourhood,76,layered,calm,
77.6236546,13.0040769,D'Costa Square,neighbourhood,71,layered,calm,
77.6236439,13.0014635,Balaji Layout,neighbourhood,60,layered,calm,
77.6198459,13.0015994,Lazar Layout,neighbourhood,80,blast,calm,
77.5986993,13.0049027,Chinnappa Garden,neighbourhood,81,blast,calm,
77.6069927,13.0045682,SK Garden,neighbourhood,80,blast,calm,
77.603538,13.0067007,Marappa Garden,neighbourhood,85,blast,calm,
77.6001048,13.0082479,Anjanappa Garden,neighbourhood,76,layered,calm,
77.59606,13.0100563,Anchappa Garden,neighbourhood,87,blast,calm,
77.5810289,13.0074952,Upper Palace Orchard,neighbourhood,85,blast,calm,
77.5578707,12.982097,Rajajinagar 4M Block,neighbourhood,69,layered,calm,
77.6032161,13.0229555,Dinnur,neighbourhood,58,layered,calm,
77.568326,12.9388164,NR Colony,neighbourhood,80,blast,calm,
77.5423407,12.934592,Hosakerehalli Layout,neighbourhood,82,blast,calm,
77.5920877,12.9464207,Siddapura,neighbourhood,73,mixed,alive,
77.6264629,12.9155733,MCHS Colony,neighbourhood,74,layered,calm,
77.6391631,12.9138792,MCHS Colony,neighbourhood,74,layered,calm,
77.652778,13.0082113,OMBR Layout,neighbourhood,62,layered,calm,
77.5396827,12.9993557,Kirloskar Colony,neighbourhood,45,layered,chaotic,
77.4650139,12.9721824,Chikka Kodigehalli,neighbourhood,67,layered,calm,
77.6099861,12.9067393,Madeena Nagar,neighbourhood,52,bleh,chaotic,
77.6186871,13.1208483,Dwaraka Nagar,neighbourhood,61,layered,calm,
77.5276422,12.9250188,Bangarappa Nagar,neighbourhood,80,blast,calm,
77.6969701,12.9938608,RHB Colony,neighbourhood,56,mixed,alive,
77.6267123,13.0487624,Fatima Layout,neighbourhood,52,layered,chaotic,
77.569309,12.9070386,Ilyas Nagar,neighbourhood,52,layered,chaotic,
77.564076,12.9122113,JHBCS Layout,neighbourhood,77,layered,calm,
77.5637984,12.9078373,Kumaraswamy Layout 1st Stage,neighbourhood,84,blast,calm,
77.5580746,12.9059,Kumaraswamy Layout 2nd Stage,neighbourhood,84,blast,calm,
77.5613308,12.8994971,Vikram Nagar,neighbourhood,68,layered,calm,
77.5631064,12.9008645,Chandra Nagar,neighbourhood,84,blast,calm,
77.5639218,12.910206,Bendre Nagar,neighbourhood,84,blast,calm,
77.5617023,12.9119432,Minaz Nagara,neighbourhood,69,layered,calm,
77.5569963,13.1113607,Kempanahalli,neighbourhood,61,layered,calm,
77.5383791,13.0949471,Vaderahalli,neighbourhood,65,layered,calm,
77.525062,13.0980951,Guni Agrahara,neighbourhood,66,layered,calm,
77.5165942,13.1042369,Kalathammanahalli,neighbourhood,63,layered,calm,
77.6932286,12.9705428,Shamanna Reddy Layout,neighbourhood,49,mixed,alive,
77.5921065,13.0782791,Yashoda Nagar,neighbourhood,64,layered,calm,
77.5906795,13.0179119,MLA Layout,neighbourhood,79,blast,calm,
77.5559556,13.0071764,Subramanya Nagar 2nd Stage,neighbourhood,51,layered,chaotic,
77.6157367,13.0978966,Prakruthi Nagar,neighbourhood,73,layered,calm,
77.5599278,13.0960152,Kaveri Layout,neighbourhood,72,layered,calm,
77.5278756,12.9361971,Pramodha Layout,neighbourhood,64,layered,calm,
77.5132978,12.9267912,Kenchenahalli,neighbourhood,68,layered,calm,
77.5142956,12.9326889,Ideal Homes Layout,neighbourhood,68,layered,calm,
77.5803933,13.0916685,Chikkabommasandra,neighbourhood,64,layered,chaotic,
77.6581854,13.0053365,Doctors Layout,neighbourhood,59,layered,calm,
77.6728073,12.8819431,Sir M. Visvesvaraya Layout,neighbourhood,80,blast,calm,
77.6119816,12.8811713,Royal Residency Layout,neighbourhood,58,layered,calm,
77.4850273,12.9918039,Tunga Nagar,neighbourhood,59,layered,calm,
77.639603,12.928663,SHBCS Layout,neighbourhood,76,layered,calm,
77.6007103,12.9513932,JK Pura,neighbourhood,74,mixed,vibrant,
77.5830111,13.0134746,Achaiah Chetty Layout,neighbourhood,61,layered,calm,
77.5638494,13.0418249,MLA Layout,neighbourhood,79,blast,calm,
77.5523052,13.0051771,Rajajinagara 1st N Block,neighbourhood,68,layered,calm,
77.5820053,12.9880639,Srikantan Layout,neighbourhood,73,layered,calm,
77.6645583,12.9763286,Gorkamantapalya,neighbourhood,70,layered,calm,
77.6640138,12.9898882,Nagavarapalaya,neighbourhood,66,layered,calm,
77.6657841,12.9822173,Byrasandra,neighbourhood,66,layered,calm,
77.5839833,12.9421193,Kankanpalya,neighbourhood,77,layered,calm,
77.6009079,12.9479159,Chinnayanapalya,neighbourhood,72,mixed,vibrant,
77.6004437,12.9597921,Pudupadacheri,neighbourhood,80,blast,vibrant,
77.5326392,12.9321399,D'Souza Nagar,neighbourhood,58,layered,calm,
77.680936,12.9792262,Abbaiah Reddy Layout,neighbourhood,63,layered,calm,
77.6593253,12.9774564,Krishnappa Garden,neighbourhood,86,blast,calm,
77.5061497,13.0712823,Geleyara Balaga Layout,neighbourhood,62,layered,calm,
77.4967968,13.066906,Soundarya Layout,neighbourhood,63,layered,calm,
77.4903689,13.0441126,Muniswamappa Layout,neighbourhood,66,layered,calm,
77.5847273,13.0613024,Defence Layout,neighbourhood,68,layered,calm,
77.7000388,12.9691435,LRDE Layout,neighbourhood,48,mixed,alive,
77.7205333,13.0065256,Alfa Gardens,neighbourhood,74,layered,calm,
77.701236,12.9519005,MSR Layout,neighbourhood,63,layered,chaotic,
77.5047107,13.0308565,Nelagedaranahalli,neighbourhood,48,layered,chaotic,
77.6561147,12.9700949,Hanuman Nagar,neighbourhood,79,layered,calm,
77.6835161,12.9064203,Junnasandra,neighbourhood,51,layered,chaotic,
77.6876065,12.9007312,Halanayakanahalli,neighbourhood,52,layered,chaotic,
77.5369629,12.9768749,Thimanahalli,neighbourhood,66,layered,calm,
77.6411292,13.0560811,Arkavathy Layout 17th Block,neighbourhood,66,layered,calm,
77.6405632,13.0634049,Arkavathy Layout 5th Block,neighbourhood,55,layered,calm,
77.6260981,13.0596973,Arkavathy Layout 11th Block,neighbourhood,70,layered,calm,
77.5642942,13.1164358,Ferrar Nagar,neighbourhood,61,layered,calm,
77.6345825,12.8950661,GarvebhaviPalya,neighbourhood,27,bleh,frantic,
77.6548058,13.0271602,Papaiah Layout,neighbourhood,72,layered,calm,
77.6834679,13.0945448,Yarappana Bande,neighbourhood,69,layered,calm,
77.5317085,12.8731989,Ganigarapalya,neighbourhood,65,layered,calm,
77.6169759,12.9194294,Jai Bheema Nagar,neighbourhood,78,layered,calm,
77.5498322,12.8982552,Vasanthapura,neighbourhood,71,layered,calm,
77.5854935,12.9297257,Geetha Colony,neighbourhood,78,layered,calm,
77.6297222,13.0411786,Telecom Layout 10th Block,neighbourhood,64,layered,calm,
77.5861144,12.861657,IDBI Layout,neighbourhood,76,layered,calm,
77.5911918,12.8658068,Kalena Agrahara,neighbourhood,62,layered,calm,
77.5992545,12.8583256,Dodda Kammanahalli,neighbourhood,68,layered,calm,
77.5283825,12.9013482,BHCS Layout,neighbourhood,61,layered,calm,
77.6331469,13.0123352,KFSC Layout,neighbourhood,76,layered,calm,
77.5682911,13.107164,CQAL Layout,neighbourhood,79,layered,calm,
77.6602721,13.0099152,B Channasandra,neighbourhood,62,layered,calm,
77.6470247,13.0071136,Chikka Banasawadi,neighbourhood,66,layered,calm,
77.641848,13.0081041,Subbayanapalya,neighbourhood,71,layered,calm,
77.629416,13.0115982,Saitpalya,neighbourhood,63,layered,calm,
77.6286113,13.0141331,Kariyannanapalya,neighbourhood,62,layered,calm,
77.6960796,12.8694807,Janatha Colony,neighbourhood,76,layered,calm,
77.6618586,13.0014412,Kasturi Nagar 2nd Stage,neighbourhood,66,layered,calm,
77.642654,13.0071751,Jai Jawan Nagar,neighbourhood,65,layered,calm,
77.5767307,13.0395646,RMS Colony,neighbourhood,69,layered,calm,
77.5610766,13.0719654,Gurudarshan Layout,neighbourhood,56,layered,calm,
77.5555723,13.0667714,Chamundeshwari Layout,neighbourhood,60,layered,calm,
77.5529965,13.0768415,Vaishnavi Layout,neighbourhood,56,layered,calm,
77.5585759,13.0877316,AMS Layout,neighbourhood,77,layered,calm,
